product_id,brand_id,product_name,description,ingredients,highlights
pimprod2048303,48,Legendary Serum Lipstick: The Nudes,"Benefits8-hour hydrationLong-lasting lightweight colorSoft, satin finishSerum benefitsMinimum effort, weightless feel, lasting impactFormulated without gluten, silicone, sulfates, nano particles, mineral oil, parabens, phthalates, synthetic fragrances & flavorsKey IngredientsOrganic Bitter Cherry Fruit Water: Extracted by gentle dehydration of the Bitter Cherry Fruit, these living waters are of the highest quality & are 100% natural and pure; rich in vitamins and minerals it revitalizes the skin, smoothes, and provides a cooling hydrationTrio-Wax Complex: A unique texture agent formulated with a blend of jojoba, mimosa & sunflower waxes that provides a long-lasting, serum-like finish without any heavinessOrganic RMS Adaptogenic Herbal Blend: A proprietary blend of adaptogenic herbs infused in organic jojoba oil that help to protect, balance, and hydrate the skin.Kakadu Plum Extract: A nutrient-rich superfruit packed with antioxidants that help defend & even overall skin toneResearch ResultsProvides 8 hours of hydration*Dermatologically tested*Suitable for sensitive skin*100% of users agreed product applies evenly**100% of users agreed product feels comfortable on lips**97% of users agreed product instantly melts onto lips**97% of users agreed product glides on smoothly**97% of users agreed product provides even coverage**97% of users agreed product doesn't settle into lines**90% of users agreed product instantly hydrates my lips***Based on a clinical measurement study with 26 individuals.**Results observed in a 7-day consumer study on 33 individuals.","Pamela: *Prunus Cerasus (Bitter Cherry) Fruit Water, Jojoba Esters, Helianthus Annuus (Sunflower) Seed Wax, Water/Aqua/Eau, *Alcohol Denat., Squalane (vegetable), Glycerin, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Silica, Polyglyceryl-4 Caprate, Polyglyceryl-3 Polyricinoleate, Isononyl Isononanoate, Acacia Decurrens Flower Wax, Polyglycerin-3, Potassium Sorbate, Tocopheryl Acetate, *Vanilla Planifolia Fruit Extract, Polyglyceryl-3 Diisostearate, *Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol (non-GMO), *Calendula Officinalis (Marigold) Flower, *Equisetum Arvense (Horsetail) Leaf Extract, *Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, *Curcuma Longa (Turmeric) Root, *Hemidesmus Indicus (Country Sarsaparilla) Root Extract, *Withania Somnifera (Ashwagandha) Root Extract, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, *Glycyrrhiza Glabra (Licorice) Root, *Olea Europaea (Olive) Leaf, Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 7 (CI 15850), Iron Oxides (CI 77491, CI 77499).*Certified Organic/Certifié Biologique","Clean Ingredients, Cruelty Free, Vegan, Sustainable Packaging Brand, Give Back"
pimprod2048320,25,Powermatte High,"Features1x full-size Powermatte High-Intensity Lip Pencil in shade Cruella 185 (scarlet red)1x full-size Powermatte High-Intensity Lip Pencil in shade American Woman 112 (chestnut rose)Limited editionBenefitsSharpenable pencil format allows for precise application packed with pigment that wears comfortablyTransformative cream-to-matte texture effortlessly glides on and seals lips with a bold, matte finishLet lips dry down fully for dense, transfer-proof colorFormulated WithoutPARABENSFORMALDEHYDESSULFATES SLS AND SLESFRAGRANCEALCOHOLTALC","Cruella: Dimethicone, Trimethylsiloxysilicate, Caprylyl Methicone, Octyldodecanol, Synthetic Wax, Lauroyl Lysine, Dicalcium Phosphate, Phenylpropyldimethylsiloxysilicate, Diisostearyl Malate, Polyethylene, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Stearyl Heptanoate, Stearyl Caprylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disteardimonium Hectorite, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Propylene Carbonate, [+/-(May Contain/Peut Contenir): Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 6 Lake (CI 15985), Red 28 Lake (CI 45410)].American Woman: Dimethicone, Trimethylsiloxysilicate, Caprylyl Methicone, Octyldodecanol, Synthetic Wax, Lauroyl Lysine, Dicalcium Phosphate, Phenylpropyldimethylsiloxysilicate, Diisostearyl Malate, Polyethylene, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Stearyl Heptanoate, Stearyl Caprylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disteardimonium Hectorite, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Propylene Carbonate, [+/-(May Contain/Peut Contenir): Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 6 Lake (CI 15985), Red 28 Lake (CI 45410)].",
pimprod2048485,22,Plumping Powder Matte Lip,"BenefitsBlurs and plumps for a soft, diffused lip look.Leaves a lightweight, matte finish.Provides long-lasting, up to 12-hour wear.Highly pigmented with full coverage payoff.Liquid-to-powder texture glides on easily without any streaks.Smooths lip lines and is non-cakey.Doesn't bleed or feather.Formulated with Hot Flux which works to actively plump lips.Clean*, Vegan**, Cruelty Free, Gluten Free**Formulated with no ingredients from animal origin.Research Results100% say it offers full coverage payoff.96% say the applicator provides an ultra-cushiony feel and even color laydown.91% say the tapered applicator helps to define and shape the lips.86% say it glides on seamlessly without streaks.86% say it leaves a soft-matte finish.86% say the product's tingling sensation is subtle and comfortable.86% say it doesn't transfer, smudge, feather, or bleed.","Isododecane, C13-15 Alkane, Silica, Kaolin, Dimethicone/Vinyl Dimethicone Crosspolymer, Trimethylsiloxysilicate, Hydrogenated Styrene/Isoprene Copolymer, Hydrogenated Polycyclopentadiene, Bis-Diglyceryl Polyacyladipate-2, Disteardimonium Hectorite, Simmondsia Chinensis (Jojoba) Seed Oil, Dicalcium Phosphate, Punica Granatum Flower Extract, Aroma (Flavor), Polyglyceryl-3 Diisostearate, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Vanillyl Butyl Ether, Laureth-4, [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Red 6 (CI 15850), Yellow 6 Lake (CI 15985), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410)].","Clean Ingredients, Vegan"
pimprod2048490,11,SBX RATED Flash FX Metallic Lipstick,"BenefitsRich, cushiony color glides on like a balmMelted-metal finishShades developed to complement all skin tonesSBX RATED is a curated collection tested & obsessed over in the Smashbox studio, released in hyper-limited quantities","Reckless: Polybutene, Caprylic/Capric Triglyceride, Calcium Titanium Borosilicate, Polyethylene, Dicalcium Phosphate, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Dipentaerythrityl Hexahydroxystearate, Mica, Octyldodecanol, Water\Aqua\Eau, Chamomilla Recutita (Matricaria) Flower Oil, Tin Oxide, Disteardimonium Hectorite, Alcohol Denat., Fragrance (Parfum), Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Red 6 (Ci 15850), Blue 1 Lake (Ci 42090), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Cruelty Free, Sustainable Packaging Brand, Give Back"
pimprod2048714,43,Super Stay Teddy Tint Long Lasting Matte Lip Tint,"FeaturesMeet Super Stay Teddy Tint, Maybelline's teddy-soft lip tint that lasts.Now you can tint lips in teddy-soft color for a plush, blurred matte color look for up to 12 hoursThis soft lipcolor is no transfer, smudgeproof, kissproof, and waterproof.Made for everyday use, this lip tint gives a sheer, blurred, or bold matte finishCreate the look you want! Whether it’s ombre, gradient, or even use on cheeks - Teddy Tint comes in 10 buildable shades","Dimethicone, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Isododecane, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Silica Silylate, Phenoxyethanol, Sorbic Acid, Ethylhexylglycerin, Disodium Stearoyl Glutamate, Aluminum Hydroxide, Linalool, Silica, Alpha-Isomethyl Ionone, Tocopherol, Parfum / Fragrance. May Contain: Mica, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 45410 / Red 28 Lake, CI 77891 / Titanium Dioxide, CI 15850 / Red 7, CI 15985 / Yellow 6 Lake, CI 45380 / Red 22 Lake, CI 19140 / Yellow 5 Lake, CI 42090 / Blue 1 Lake. (F.I.L. T70025728/4).",
pimprod2049092,31,Full,"BenefitsA new matte finish of our best-selling lip plumperClinically proven to instantly plumpComfortable all day wearTransfer-proof, feather-proofDermatologist testedKey IngredientsUnique Plumping Peptide Complex promotes plumper-looking lipsVitamin E provides antioxidant propertiesHyaluronic Acid intensely hydrates and smoothes lipsFormulated WithoutParabensSiliconesSulfatesAlcoholMineral OilFormaldehyde","Hydrogenated Polyisobutene, Isododecane, Dicalcium Phosphate, Caprylic/Capric Triglyceride, Hydrogenated Styrene/Isoprene Copolymer, Disteardimonium Hectorite, Silica Silylate, Polybutene, Trimethylsiloxysilicate, Benzyl Nicotinate, Flavor (Aroma), Ricinus Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Japonica Seed Oil, Sodium Hyaluronate, Persea Gratissima (Avocado) Oil, Hydrogenated Castor Oil, Hydrolyzed Sodium Hyaluronate, Menthol, Ethylhexyl Palmitate, Synthetic Fluorphlogopite, Tribehenin, Tocopheryl Acetate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Ethyl Vanillin, Sorbitan Isostearate, Tocopherol, Menthyl Lactate, Palmitoyl Hexapeptide-12, Limonene. +/- (May Contain/Peut Contenir) Yellow 6 Lake (CI 15985), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850), Red 6 (CI 15850), Red 28 Lake (CI 45410).",
pimprod2049407,24,Outlast Forever Velvet Pigment Matte Lipstick,"FeaturesLipstick infused with Flexible Color film technology and Polymer complex.Lip color glides on smooth, even and doesn’t dry, crumble or flake on lips.Ultra-thin weightless texture, never sticky.Fragrance-free CoverGirl lipstick.Petal-shaped applicator with angled tip for precise and easy application.BenefitsTransfer-proof, crack-proof, smudge-proof, kiss-proof.Vegan formula without parabens, talc, and mineral oil.Leaping Bunny Approved by Cruelty Free International (CFI).","Isododecane, C9-12 Alkane, Bis-Carboxydecyl Dimethicone, Quaternium-90 Sepiolite, Polypropylene, Trimethylsiloxysilicate, Phenyl Trimethicone, Synthetic Wax, Quaternium-90 Montmorillonite, HDI/Trimethylol Hexyllactone Crosspolymer, Coco-Caprylate/Caprate, Caprylyl Glycol, Silica Dimethyl Silylate, Linoleic Acid, Dimethicone, Theobroma Grandiflorum Seed Butter, Triethoxycaprylylsilane, Tocopheryl Acetate, Undecylenic Acid, Oleic Acid, Ethylene Brassylate, Silica, Palmitic Acid, Stearic Acid, Linolenic Acid, Tocopherol. May Contain: Mica (CI 77019), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Red 6 Lake (CI 15850).",Cruelty Free
pimprod2049485,42,Lunar New Year Kiss of Fortune Matte Revolution Lipstick,FeaturesCashmere cream texture delivers long lasting color for up to 10 hoursLimited-edition collectable + refillable rose-gold and night-crimson lipstick caseMatte finishBenefitsLong-wearingHydratingWithout parabens,"Neopentyl Glycol Dicaprylate/Dicaprate, Trimethylolpropane Triisostearate, Dimethicone, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Polyethylene, Polybutene, Silica, Dimethicone Crosspolymer, Mica, Ethyl Vanillin, Caprylic/Capric Triglyceride, Tocopherol, Dicalcium Phosphate, Carthamus Tinctorius (Safflower) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Pentaerithrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bixa Orellana Seed Extract, Bht, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Titanium Borosilicate, Alumina, Calcium Sodium Borosilicate, Tocopheryl Acetate, Synthetic Fluorphlogopite, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492), Blue 1 Lake (Ci 42090), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).",
pimprod2049486,42,Lunar New Year Kiss of Mystery Satin Shine K.I.S.S.I.N.G. Lipstick,"FeaturesBuildable, color-rich coverage with long lasting wearLimited-edition, collectable + refillable rose-gold and night-crimson lipstick caseSatin finishBenefitsLight-diffusing lip filter effect pink pigments give your lips a multi-dimensional finish, which leaves them looking full-bodied & luminousLong-wearingHydratingWithout parabens","Octyldodecanol, Polybutene, Pentaerithrityl Tetraisostearate, Polyethylene, Caprylic/Capric Triglyceride, VP/Hexadecene Copolymer, Diisostearyl Malate, Silica, Mica, Hydrogenated Styrene/Methylstyrene/Indene Copolymer, Ozokerite, Stearalkonium Bentonite, Polypropylene, Propylene Carbonate, Pentaerithrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Crambe Abyssinica Seed Oil, Ethyl Vanillin, Dicalcium Phosphate, Bixa Orellana Seed Extract, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Titanium Borosilicate, Alumina, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).",
pimprod2049539,12,Cherry Pick The Minis,"FeaturesInfused with a deliciously fruity scent and a blend of lip-loving ingredients like pomegranate flower extract + cherry butter to plump and moisturize.Twist wisely! Once lip butter goes up, it won't come back down.","PEACH PUNISHER: Diisostearyl Malate, Polybutene, Polyglyceryl-2 Triisostearate, Bis-Diglyceryl Polyacyladipate-2, Caprylic/Capric Triglyceride, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Synthetic Wax, CI 77891 (Titanium Dioxide), Stearalkonium Hectorite, CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), Paraffin, Propylene Carbonate, Parfum (Fragrance), Caprylyl Glycol, CI 15850 (Red 7), Phenoxyethanol, Ethylene/Propylene Copolymer, Butyrospermum Parkii (Shea Butter/Beurre de Karité), Simmondsia Chinensis (Jojoba) Seed Oil, CI 77499 (Iron Oxides), Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Hexylene Glycol, Punica Granatum (Pomegranate/Grenade) Flower Extract, Prunus Avium (Sweet Cherry/Guigne) Seed Oil, Polyglyceryl-3 Diisostearate. V/081722 CHERRY GOOD: Diisostearyl Malate, Polyglyceryl-2 Triisostearate, Polybutene, Bis-Diglyceryl Polyacyladipate-2, Caprylic/Capric Triglyceride, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Synthetic Wax, Stearalkonium Hectorite, CI 15850 (Red 7), CI 77491 (Iron Oxides), Paraffin, CI 77891 (Titanium Dioxide), Propylene Carbonate, Parfum (Fragrance), Caprylyl Glycol, CI 77499 (Iron Oxides), Phenoxyethanol, Ethylene/Propylene Copolymer, Butyrospermum Parkii (Shea Butter/Beurre de Karité), CI 15850 (Red 6), Simmondsia Chinensis (Jojoba) Seed Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Hexylene Glycol, Punica Granatum (Pomegranate/Grenade) Flower Extract, Prunus Avium (Sweet Cherry/Guigne) Seed Oil, Polyglyceryl-3 Diisostearate. V/081722","Clean Ingredients, Cruelty Free, Vegan"
pimprod2049865,17,Stay All Day Liquid Lipstick Matte,"BenefitsMatte meets comfy for creamy-rich, lasting color & nourished lips12-hour rich, pigmented color; no feathering or bleedingBudge-proof, smudge-proof, transfer-proof & waterproofCreamy, stay-true matte for smoother, fuller-looking lips in gorgeous shades that range from neutral to boldAll-day wear that's rich & replenishingFeaturesEnhanced precision applicator makes lip contouring, defining & filling easier than everNon-drying, creamy, nourishing formula with plant-based ingredients, jojoba oil & pomegranate flowerResearch Results100% said this product provides full-coverage lip color*100% said this applicator provides smooth application*94% said this formula delivers a color-rich, matte finish**Based on a clinical-test study of 34 subjects.","Parma: Isododecane, Mica, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Barium Sulfate, Disteardimonium Hectorite, Beeswax/Cera Alba/Cire D'abeille, Silica Dimethyl Silylate, Simmondsia Chinensis (Jojoba) Seed Oil, Aluminum Hydroxide, Flavor (Aroma), Glyceryl Behenate/Eicosadioate, Propylene Carbonate, Punica Granatum Flower Extract, Polyglyceryl-3 Diisostearate, Persea Gratissima (Avocado) Oil, Tocopherol, Cyclopentasiloxane, Rosin/Colophonium/Colophane, Ethylhexyl Palmitate, Trihydroxystearin, Sodium Hyaluronate, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492), Red 7 Lake (Ci 15850), Blue 1 Lake (Ci 42090).",Cruelty Free
pimprod2049933,40,Italian Marble Lipstick,"FeaturesCreamy finish that adds dimensionEnriched with Vitamin E for added hydrationHandmade in ItalyBenefitsProvides long-lasting color with smooth, creamy finishHydrates and nourishes lips all dayWon't feather or settle into fine linesLuxurious formula perfect for daily wear","Polybutene, Hydrogenated Polyisobutene, Caprylic/Capric Triglyceride, Dipentaerythrithrityl, Tetrahydroxystearate/Tetraisostearate, Polyethylene, Rinicus Communis (Castor) Seed Oil, Ozokerite, Cera Microcristallina (Microcystalline Wax), Dicalcium Phosphate, Pentaerythrityl Tera-Di-T-Butyl-Hydroxyhydrocinnamate, Flavor (Aroma), Prunus Amygdalus Dulcis Oil (Sweet Almond), Tocopherol Acetate, Ascorbyl Palmitate, Sodium Hyaluronate, Hydrogenated Castor Oil, Limolene. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Tin Oxide (CI 77861), Mica (CI 77019), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410), Red 22 Lake (CI 45380), Carmine (CI 75470), Red 7, Red 7 Lake, Red 6, Red AKA202 (CI 15850), Yellow 6 Lake (CI 15985), Manganese Violet (CI 77742).",
pimprod2050039,63,Lip Haze Blurring Soft Matte Lip Color,FeaturesHyper-pigmentationLong-LastingParaben-FreeLow transfer formulaComfortable Velvet CushionMatte FinishBenefitsFilm-form technology: Keeps color locked in all day with minimal transfer.Vitamin E: Soothes and softens for extra lip comfort.,"Baby: Dimethicone, Isododecane, Mica, Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Acrylates Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyisobutene, Silica, Polymethylsilsesquioxane, Kaolin, Disteardimonium Hectorite, Triethyl Citrate, Phenoxyethanol, Tocopheryl Acetate, Caprylyl Glycol, Triethoxycaprylylsilane. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 30 (CI 73360), Red 33 Lake (CI 17200)",
pimprod2050302,16,My Heart Beats Disco Glitter Switch Liquid Lipstick,FeaturesMatte liquid lipstick formulaFlips to glitter finish when lips are pressed togetherHigh coverageVibrant colorFormulated WithoutAnimal by-productMicroplastic particlesParabensGlutenLactose,"Isododecane, Calcium Sodium Borosilicate, Polybutene, Simmondsia Chinensis (Jojoba) Seed Oil, Argania Spinosa Kernel Oil, Octyldodecanol, Tocopheryl Acetate, Trimethylsiloxysilicate, Ethylhexylglycerin, Phenoxyethanol, Parfum (Fragrance), Tin Oxide, CI 15850 (Red 7 Lake), CI 45410 (Red 27 Lake), CI 77891 (Titanium Dioxide).","Cruelty Free, Vegan, Give Back"
pimprod2050747,24,Clean Fresh Yummy Blur Lipstick,"FeaturesA cushiony, pillowy soft matte lip color​Instantly smooth, diffused and blurred looking lips​Infused with lip blurring spherical powder technology and conditioning oil complex​Soft-focus gradient look​, ultra-blendable, silky soft glide​Smells deliciously yummy with fresh pear or sweet pomegranateBenefitsSoft touch packaging​Vegan & formulated without Parabens, Talc, and Mineral Oil​Leaping Bunny Approved by Cruelty-Free International (CFI)​","Dimethicone, C12-15 Alkyl Benzoate, Octyldodecanol, Silica, Synthetic Wax, Mica, Hydrogenated Polyisobutene, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de candelilla, Polysilicone-11, Squalane, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyphenylsilsesquioxane, Punica Granatum Sterols, Vitis Vinifera (Grape) Seed Oil, Squalene, Caprylyl Glycol, Parfum/Fragrance, Cocos Nucifera (Coconut) Oil, Medicago Sativa (Alfalfa) Extract, Stevia Rebaudiana Leaf/Stem Extract. May Contain: Red 27 Lake (CI 45410), Red 7 Lake (CI 15850).",Cruelty Free
xlsImpprod10792007,46,Almost Lipstick,"BenefitsNot quite lipstick, not quite gloss - its texture is more like a tinted lip balm you can easily layer.Emollient-rich sheer lipstick glides on to a sleek, soft-shine finish.Iconic Shade Black Honey:Clinique's cult classic Black Honey is the #1 Lip Color Shade in the U.S.*It's so loved, 7 Black Honey Lipsticks are sold every minute globally.**Black Honey is famous for its chameleon-like ability to flatter all skin tones yet look different on everyone.The secret is its perfect blend of blue, red, and yellow pigments in a creamy, sheer base that melts into lips, playing up their natural color.Don't be fooled by the way it looks in the tube. Black Honey glides on as a sheer, glossy slip of lightweight color.Fan-Favorite Pink Honey:Soft, sheer pink adds a rosy touch of color and shine to lips.First at Ulta, NEW Nude Honey:The only nude you need. A surprisingly flexible nude that looks different on every lip.The secret is its perfect mix of warm and cool pigments that blend with your lips for a shade unique to you.Free of: parabens, phthalates.Allergy tested. 100% fragrance free.*Circana / U.S. Prestige Beauty Total Department/Specialty, Makeup Sales, 12 months ending December 2024.**Based on internal Clinique data, January 2024 - December 2024.Key Ingredients95% conditioning ingredients.","Ricinus Communis (Castor) Seed Oil, Glyceryl Triacetyl Ricinoleate, Cetyl Ricinoleate, Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Copernicia Cerifera (Carnauba) Wax\Cera Carnauba\Cire De Carnauba, Polyethylene, Tocopheryl Acetate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Barium Sulfate, [+/- Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 7 Lake (Ci 15850), Mica, Carmine (Ci 75470), Titanium Dioxide (Ci 77891), Red 6 (Ci 15850), Red 22 Lake (Ci 45380), Red 30 Lake (Ci 73360), Yellow 6 Lake (Ci 15985), Bismuth Oxychloride (Ci 77163), Red 33 Lake (Ci 17200), Red 28 Lake (Ci 45410)]",Sustainable Packaging Brand
xlsImpprod11061226,24,Outlast All,"FeaturesAll-Day Wear - Rich, vibrant lip color that can last up to 24 hoursTwo-Step Process - Apply color before sealing it in with the shiny topcoat lip glossMoisturizing Formula - This nourishing topcoat keeps lips moisturizedColor That Stays Put - Kiss-proof, smudge-proof, and food-proofCOVERGIRL products are never tested on animals","Step 1: Isododecane, Trimethylsiloxysilicate, Dimethicone, Mica, Disteardimonium Hectorite, Propylene Carbonate, Propylparaben, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI77491, CI 77499), Yellow 5 Lake (CI 19140), Red 30 Lake (CI 73360), Red 7 (CI 15850), Blue 1 (CI 42090).Step 2: Helianthus Annuus (Sunflower) Seed Oil, Polybutene, Cera Alba/Beeswax/Cire d'abeille, Cera Microcristallina/Microcrystalline Wax/Cire Microcrystalline, Synthetic Wax, Tocopheryl Acetate, Aroma/Flavor, Butyrospermum Parkii (Shea) Butter, Propylparaben, Theobroma Cacao (Cocoa) Seed Butter, Aloe Barbadensis Leaf Extract, Cocos Nucifera (Coconut) Oil, Sodium Saccharin, Tocopherol, Olus Oil/Vegetable Oil/Huile Vegetale.",Cruelty Free
xlsImpprod13811011,26,Smudge,"BenefitsFeatures a double-sided flat applicator with a rounded tip that distributes the perfect amount of product for precise applicationThe long-wearing shades are versatile enough for customization, so you can mix and match multiple shades without losing pigmentFeaturesCruelty-free","Dusty Rose: Isododecane, Cyclopentasiloxane, Trimethylsiloxysilicate, Dimethicone, Kaolin, Disteardimonium Hectorite, Polyisobutene, Synthetic Beeswax/Cera Alba/Cire D'abeille, Silica Silylate, Propylene Carbonate, Octyldodecanol, Alaria Esculenta Extract, C18-36 Acid Triglyceride, Camellia Oleifera Leaf Extract, Camellia Sinensis Leaf Extract, Caprylic/Capric Triglyceride, Carthamus Tinctorius (Safflower) Seed Oil, Ethylhexylglycerin, Laminaria Ochroleuca Extract, Phenoxyethanol, Stearalkonium Hectorite, Tocopheryl Acetate, Tribehenin. May Contain: Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 27 Lake (CI 45410), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",Cruelty Free
xlsImpprod14411007,11,Always On Longwear Matte Liquid Lipstick,"BenefitsInfused with Primer Oil Complex for added comfort (a blend of jojoba, apricot & sunflower oils)Waterproof, long-wearing formula that lasts up to 8 hoursDelivers bold, lightweight color with a velvety matte finishNon-drying; won't feather, bleed or cakePrecision tip applicator lines & fillsComes in a range of highly saturated matte & metallic matte shadesCruelty-freeFormulated WithoutParabens, Phthalates, SLS & SLES, Fragrance, Gluten, Triclosan, Formaldehyde, Retinyl Palmitate, Coal Tar, Hydroquinone","Isododecane, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax / Cera Alba / Cire D'Abeille, Silica Dimethyl Silylate, Glyceryl Behenate / Eicosadioate, Tocopheryl Acetate, Propylene Carbonate, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cyclopentasiloxane, Flavor (Aroma), Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol. May Contain: Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Mica, Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 (CI 45410), Red 28 Lake (CI 45410), Red 30 (CI 73360), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back"
